repo_full_name,claude_label,human1_label,human2_label,majority_label,human_only_label,human_disagreement
JohnSnowLabs/spark-nlp,AI_PRODUCT,AI_PRODUCT,AI_PRODUCT,AI_PRODUCT,AI_PRODUCT,false
Josverl/micropython-stubs,CONVENTIONAL_SOFTWARE,CONVENTIONAL_SOFTWARE,CONVENTIONAL_SOFTWARE,CONVENTIONAL_SOFTWARE,CONVENTIONAL_SOFTWARE,false
JuliusBrussee/caveman-code,EXCLUDE,EXCLUDE,EXCLUDE,EXCLUDE,EXCLUDE,false
JunDamin/hwpapi,CONVENTIONAL_SOFTWARE,CONVENTIONAL_SOFTWARE,CONVENTIONAL_SOFTWARE,CONVENTIONAL_SOFTWARE,CONVENTIONAL_SOFTWARE,false
KennispuntTwente/tidyprompt,AI_PRODUCT,AI_PRODUCT,AI_PRODUCT,AI_PRODUCT,AI_PRODUCT,false
Kevandrew/sophia,AI_PRODUCT,AI_PRODUCT,AI_PRODUCT,AI_PRODUCT,AI_PRODUCT,false
Kohaku-Lab/KohakuTerrarium,AI_PRODUCT,AI_PRODUCT,AI_PRODUCT,AI_PRODUCT,AI_PRODUCT,false
Kong/developer.konghq.com,EXCLUDE,EXCLUDE,CONVENTIONAL_SOFTWARE,EXCLUDE,TIE,true
KubeRocketCI/kuberocketai,AI_PRODUCT,AI_PRODUCT,AI_PRODUCT,AI_PRODUCT,AI_PRODUCT,false
KyaniteLabs/mcp-video,AI_PRODUCT,AI_PRODUCT,AI_PRODUCT,AI_PRODUCT,AI_PRODUCT,false
LaLanMo/muxagent,AI_PRODUCT,AI_PRODUCT,AI_PRODUCT,AI_PRODUCT,AI_PRODUCT,false
Laer-Smart/2anki.net,CONVENTIONAL_SOFTWARE,CONVENTIONAL_SOFTWARE,CONVENTIONAL_SOFTWARE,CONVENTIONAL_SOFTWARE,CONVENTIONAL_SOFTWARE,false
Lakr233/FlowDown,EXCLUDE,CONVENTIONAL_SOFTWARE,EXCLUDE,EXCLUDE,TIE,true
LastBotInc/nextjs-supabase-ai-webapp,EXCLUDE,EXCLUDE,CONVENTIONAL_SOFTWARE,EXCLUDE,TIE,true
LazyAGI/LazyMind,EXCLUDE,EXCLUDE,CONVENTIONAL_SOFTWARE,EXCLUDE,TIE,true
LegnaOS/LegnaCode-cli,AI_PRODUCT,AI_PRODUCT,AI_PRODUCT,AI_PRODUCT,AI_PRODUCT,false
LessUp/awesome-cursorrules-zh,EXCLUDE,CONVENTIONAL_SOFTWARE,EXCLUDE,EXCLUDE,TIE,true
Li-Bailiang/prompt-refine-skill,EXCLUDE,AI_PRODUCT,AI_PRODUCT,AI_PRODUCT,AI_PRODUCT,false
LiPu-jpg/Openwrite,CONVENTIONAL_SOFTWARE,CONVENTIONAL_SOFTWARE,AI_PRODUCT,CONVENTIONAL_SOFTWARE,TIE,true
LiteyukiStudio/agent,CONVENTIONAL_SOFTWARE,AI_PRODUCT,CONVENTIONAL_SOFTWARE,CONVENTIONAL_SOFTWARE,TIE,true
LouisShark/chatgpt_system_prompt,EXCLUDE,EXCLUDE,EXCLUDE,EXCLUDE,EXCLUDE,false
MCPJam/inspector,AI_PRODUCT,AI_PRODUCT,AI_PRODUCT,AI_PRODUCT,AI_PRODUCT,false
MODSetter/SurfSense,CONVENTIONAL_SOFTWARE,CONVENTIONAL_SOFTWARE,AI_PRODUCT,CONVENTIONAL_SOFTWARE,TIE,true
MStanislavov/stratoseer,EXCLUDE,EXCLUDE,CONVENTIONAL_SOFTWARE,EXCLUDE,TIE,true
MadAppGang/dingo,CONVENTIONAL_SOFTWARE,CONVENTIONAL_SOFTWARE,AI_PRODUCT,CONVENTIONAL_SOFTWARE,TIE,true
MaoXiaoYuZ/Long-Novel-GPT,CONVENTIONAL_SOFTWARE,CONVENTIONAL_SOFTWARE,AI_PRODUCT,CONVENTIONAL_SOFTWARE,TIE,true
MarimerLLC/rockbot,CONVENTIONAL_SOFTWARE,AI_PRODUCT,AI_PRODUCT,AI_PRODUCT,AI_PRODUCT,false
Martian-Engineering/volt,AI_PRODUCT,AI_PRODUCT,AI_PRODUCT,AI_PRODUCT,AI_PRODUCT,false
MatrixCoreX/RustClaw,EXCLUDE,AI_PRODUCT,CONVENTIONAL_SOFTWARE,TIE,TIE,true
MatthewSuttles/rubyn-code,AI_PRODUCT,AI_PRODUCT,AI_PRODUCT,AI_PRODUCT,AI_PRODUCT,false
Maxsky5/openducktor,EXCLUDE,EXCLUDE,CONVENTIONAL_SOFTWARE,EXCLUDE,TIE,true
MedAdemBHA/docflow,EXCLUDE,EXCLUDE,EXCLUDE,EXCLUDE,EXCLUDE,false
Melvynx/aiblueprint,AI_PRODUCT,AI_PRODUCT,AI_PRODUCT,AI_PRODUCT,AI_PRODUCT,false
Menghuan1918/drawio2go,CONVENTIONAL_SOFTWARE,AI_PRODUCT,CONVENTIONAL_SOFTWARE,CONVENTIONAL_SOFTWARE,TIE,true
MichealWayne/fe-tools,CONVENTIONAL_SOFTWARE,CONVENTIONAL_SOFTWARE,CONVENTIONAL_SOFTWARE,CONVENTIONAL_SOFTWARE,CONVENTIONAL_SOFTWARE,false
MicrosoftDocs/azure-ai-docs,EXCLUDE,EXCLUDE,EXCLUDE,EXCLUDE,EXCLUDE,false
MicrosoftDocs/fabric-docs,EXCLUDE,EXCLUDE,EXCLUDE,EXCLUDE,EXCLUDE,false
MicrosoftDocs/learn,EXCLUDE,EXCLUDE,EXCLUDE,EXCLUDE,EXCLUDE,false
MicrosoftLearning/trainer-demo-deploy,EXCLUDE,CONVENTIONAL_SOFTWARE,EXCLUDE,EXCLUDE,TIE,true
Micrurus-Ai/Corvid-lang,AI_PRODUCT,AI_PRODUCT,AI_PRODUCT,AI_PRODUCT,AI_PRODUCT,false
MieMieeeee/comfyui-agent-skill,AI_PRODUCT,AI_PRODUCT,AI_PRODUCT,AI_PRODUCT,AI_PRODUCT,false
MiguelTVMS/e-redes-smart-metering-plus-hass,CONVENTIONAL_SOFTWARE,CONVENTIONAL_SOFTWARE,CONVENTIONAL_SOFTWARE,CONVENTIONAL_SOFTWARE,CONVENTIONAL_SOFTWARE,false
MinLL/MinAI,CONVENTIONAL_SOFTWARE,CONVENTIONAL_SOFTWARE,AI_PRODUCT,CONVENTIONAL_SOFTWARE,TIE,true
Minh-Tam-Solution/SDLC-Enterprise-Framework,EXCLUDE,CONVENTIONAL_SOFTWARE,EXCLUDE,EXCLUDE,TIE,true
ModelEngine-Group/nexent,AI_PRODUCT,AI_PRODUCT,AI_PRODUCT,AI_PRODUCT,AI_PRODUCT,false
ModelTC/LightX2V,AI_PRODUCT,AI_PRODUCT,AI_PRODUCT,AI_PRODUCT,AI_PRODUCT,false
Mudlet/Mudlet,CONVENTIONAL_SOFTWARE,CONVENTIONAL_SOFTWARE,CONVENTIONAL_SOFTWARE,CONVENTIONAL_SOFTWARE,CONVENTIONAL_SOFTWARE,false
MuhammadUsmanGM/claude-code-best-practices,EXCLUDE,EXCLUDE,EXCLUDE,EXCLUDE,EXCLUDE,false
MushroomFleet/DJZ-Nodes,CONVENTIONAL_SOFTWARE,CONVENTIONAL_SOFTWARE,CONVENTIONAL_SOFTWARE,CONVENTIONAL_SOFTWARE,CONVENTIONAL_SOFTWARE,false
Mybono/ai-orchestrator,AI_PRODUCT,AI_PRODUCT,AI_PRODUCT,AI_PRODUCT,AI_PRODUCT,false
Myriad-Dreamin/tinymist,CONVENTIONAL_SOFTWARE,CONVENTIONAL_SOFTWARE,CONVENTIONAL_SOFTWARE,CONVENTIONAL_SOFTWARE,CONVENTIONAL_SOFTWARE,false
NVIDIA-NeMo/Gym,AI_PRODUCT,AI_PRODUCT,AI_PRODUCT,AI_PRODUCT,AI_PRODUCT,false
NVIDIA/NeMo-Agent-Toolkit,AI_PRODUCT,AI_PRODUCT,AI_PRODUCT,AI_PRODUCT,AI_PRODUCT,false
NVIDIA/VisRTX,CONVENTIONAL_SOFTWARE,CONVENTIONAL_SOFTWARE,CONVENTIONAL_SOFTWARE,CONVENTIONAL_SOFTWARE,CONVENTIONAL_SOFTWARE,false
NVIDIA/physicsnemo,AI_PRODUCT,AI_PRODUCT,AI_PRODUCT,AI_PRODUCT,AI_PRODUCT,false
NVIDIA/skills,EXCLUDE,AI_PRODUCT,AI_PRODUCT,AI_PRODUCT,AI_PRODUCT,false
Nagi-ovo/gemini-voyager,CONVENTIONAL_SOFTWARE,CONVENTIONAL_SOFTWARE,CONVENTIONAL_SOFTWARE,CONVENTIONAL_SOFTWARE,CONVENTIONAL_SOFTWARE,false
Nakajima-Foundation/ownplate,EXCLUDE,EXCLUDE,CONVENTIONAL_SOFTWARE,EXCLUDE,TIE,true
Naridon-Inc/aura,AI_PRODUCT,AI_PRODUCT,AI_PRODUCT,AI_PRODUCT,AI_PRODUCT,false
NaverPayDev/pie,CONVENTIONAL_SOFTWARE,CONVENTIONAL_SOFTWARE,CONVENTIONAL_SOFTWARE,CONVENTIONAL_SOFTWARE,CONVENTIONAL_SOFTWARE,false
NewKrok/three-particles-editor,CONVENTIONAL_SOFTWARE,CONVENTIONAL_SOFTWARE,CONVENTIONAL_SOFTWARE,CONVENTIONAL_SOFTWARE,CONVENTIONAL_SOFTWARE,false
NewLifeX/NewLife.Agent,CONVENTIONAL_SOFTWARE,CONVENTIONAL_SOFTWARE,CONVENTIONAL_SOFTWARE,CONVENTIONAL_SOFTWARE,CONVENTIONAL_SOFTWARE,false
NewLifeX/NewLife.Redis,CONVENTIONAL_SOFTWARE,CONVENTIONAL_SOFTWARE,CONVENTIONAL_SOFTWARE,CONVENTIONAL_SOFTWARE,CONVENTIONAL_SOFTWARE,false
NewLifeX/NewLife.Remoting,CONVENTIONAL_SOFTWARE,CONVENTIONAL_SOFTWARE,CONVENTIONAL_SOFTWARE,CONVENTIONAL_SOFTWARE,CONVENTIONAL_SOFTWARE,false
NewLifeX/NewLife.RocketMQ,CONVENTIONAL_SOFTWARE,CONVENTIONAL_SOFTWARE,CONVENTIONAL_SOFTWARE,CONVENTIONAL_SOFTWARE,CONVENTIONAL_SOFTWARE,false
NewLifeX/X,CONVENTIONAL_SOFTWARE,CONVENTIONAL_SOFTWARE,CONVENTIONAL_SOFTWARE,CONVENTIONAL_SOFTWARE,CONVENTIONAL_SOFTWARE,false
NiaExperience/PearlOS,CONVENTIONAL_SOFTWARE,CONVENTIONAL_SOFTWARE,CONVENTIONAL_SOFTWARE,CONVENTIONAL_SOFTWARE,CONVENTIONAL_SOFTWARE,false
NickCrew/Claude-Cortex,AI_PRODUCT,AI_PRODUCT,AI_PRODUCT,AI_PRODUCT,AI_PRODUCT,false
NickPittas/DirectorsConsole,CONVENTIONAL_SOFTWARE,CONVENTIONAL_SOFTWARE,CONVENTIONAL_SOFTWARE,CONVENTIONAL_SOFTWARE,CONVENTIONAL_SOFTWARE,false
Niek/chatgpt-web,CONVENTIONAL_SOFTWARE,CONVENTIONAL_SOFTWARE,CONVENTIONAL_SOFTWARE,CONVENTIONAL_SOFTWARE,CONVENTIONAL_SOFTWARE,false
NikiforovAll/claude-code-rules,EXCLUDE,EXCLUDE,EXCLUDE,EXCLUDE,EXCLUDE,false
Nimble-Co/FoundryVTT-Nimble,EXCLUDE,EXCLUDE,CONVENTIONAL_SOFTWARE,EXCLUDE,TIE,true
NiuTrans/ToFu,CONVENTIONAL_SOFTWARE,CONVENTIONAL_SOFTWARE,AI_PRODUCT,CONVENTIONAL_SOFTWARE,TIE,true
OSLC/oslc4net,CONVENTIONAL_SOFTWARE,CONVENTIONAL_SOFTWARE,CONVENTIONAL_SOFTWARE,CONVENTIONAL_SOFTWARE,CONVENTIONAL_SOFTWARE,false
OWASP/cornucopia,CONVENTIONAL_SOFTWARE,CONVENTIONAL_SOFTWARE,CONVENTIONAL_SOFTWARE,CONVENTIONAL_SOFTWARE,CONVENTIONAL_SOFTWARE,false
OWASP/www-project-top-10-for-large-language-model-applications,EXCLUDE,AI_PRODUCT,AI_PRODUCT,AI_PRODUCT,AI_PRODUCT,false
OfficeDev/microsoft-365-agents-toolkit-samples,CONVENTIONAL_SOFTWARE,EXCLUDE,CONVENTIONAL_SOFTWARE,CONVENTIONAL_SOFTWARE,TIE,true
OlaProeis/Ferrite,CONVENTIONAL_SOFTWARE,CONVENTIONAL_SOFTWARE,CONVENTIONAL_SOFTWARE,CONVENTIONAL_SOFTWARE,CONVENTIONAL_SOFTWARE,false
OpenCSGs/csghub-lite,AI_PRODUCT,AI_PRODUCT,AI_PRODUCT,AI_PRODUCT,AI_PRODUCT,false
OpenCSGs/csghub-server,AI_PRODUCT,CONVENTIONAL_SOFTWARE,AI_PRODUCT,AI_PRODUCT,TIE,true
OpenHands/software-agent-sdk,AI_PRODUCT,AI_PRODUCT,AI_PRODUCT,AI_PRODUCT,AI_PRODUCT,false
OpenNMS/opennms,CONVENTIONAL_SOFTWARE,CONVENTIONAL_SOFTWARE,CONVENTIONAL_SOFTWARE,CONVENTIONAL_SOFTWARE,CONVENTIONAL_SOFTWARE,false
OpenSPG/KAG,AI_PRODUCT,AI_PRODUCT,AI_PRODUCT,AI_PRODUCT,AI_PRODUCT,false
OpenStudy-dev/OpenStudy,CONVENTIONAL_SOFTWARE,AI_PRODUCT,AI_PRODUCT,AI_PRODUCT,AI_PRODUCT,false
OsmosysSoftware/osmo-x,CONVENTIONAL_SOFTWARE,CONVENTIONAL_SOFTWARE,CONVENTIONAL_SOFTWARE,CONVENTIONAL_SOFTWARE,CONVENTIONAL_SOFTWARE,false
OtterMind/youclaw,CONVENTIONAL_SOFTWARE,CONVENTIONAL_SOFTWARE,AI_PRODUCT,CONVENTIONAL_SOFTWARE,TIE,true
OvertliDS/overtli-studio-suite,AI_PRODUCT,CONVENTIONAL_SOFTWARE,AI_PRODUCT,AI_PRODUCT,TIE,true
Owl-Listener/ai-design-skills,EXCLUDE,AI_PRODUCT,AI_PRODUCT,AI_PRODUCT,AI_PRODUCT,false
Oyl-Wallet/oyl-amm,EXCLUDE,EXCLUDE,CONVENTIONAL_SOFTWARE,EXCLUDE,TIE,true
PallasBot/Pallas-Bot,CONVENTIONAL_SOFTWARE,CONVENTIONAL_SOFTWARE,CONVENTIONAL_SOFTWARE,CONVENTIONAL_SOFTWARE,CONVENTIONAL_SOFTWARE,false
PaloAltoNetworks/docusaurus-openapi-docs,CONVENTIONAL_SOFTWARE,CONVENTIONAL_SOFTWARE,CONVENTIONAL_SOFTWARE,CONVENTIONAL_SOFTWARE,CONVENTIONAL_SOFTWARE,false
Paperspace/cli,CONVENTIONAL_SOFTWARE,AI_PRODUCT,CONVENTIONAL_SOFTWARE,CONVENTIONAL_SOFTWARE,TIE,true
ParclLabs/parcl-ai-connect,EXCLUDE,CONVENTIONAL_SOFTWARE,CONVENTIONAL_SOFTWARE,CONVENTIONAL_SOFTWARE,CONVENTIONAL_SOFTWARE,false
PaulDuvall/vibecoding,EXCLUDE,AI_PRODUCT,EXCLUDE,EXCLUDE,TIE,true
PaulJPhilp/effect-cli-tui,EXCLUDE,EXCLUDE,CONVENTIONAL_SOFTWARE,EXCLUDE,TIE,true
PaulJPhilp/effect-notion,EXCLUDE,EXCLUDE,CONVENTIONAL_SOFTWARE,EXCLUDE,TIE,true
Peuqui/AIfred-Intelligence,CONVENTIONAL_SOFTWARE,CONVENTIONAL_SOFTWARE,AI_PRODUCT,CONVENTIONAL_SOFTWARE,TIE,true
Philip-Cao-9527/code-note-helper,CONVENTIONAL_SOFTWARE,CONVENTIONAL_SOFTWARE,CONVENTIONAL_SOFTWARE,CONVENTIONAL_SOFTWARE,CONVENTIONAL_SOFTWARE,false
PlamenTSV/plamen,AI_PRODUCT,AI_PRODUCT,AI_PRODUCT,AI_PRODUCT,AI_PRODUCT,false
PlanExeOrg/PlanExe,CONVENTIONAL_SOFTWARE,AI_PRODUCT,AI_PRODUCT,AI_PRODUCT,AI_PRODUCT,false
PolyArch/humanize,AI_PRODUCT,AI_PRODUCT,AI_PRODUCT,AI_PRODUCT,AI_PRODUCT,false
PostHog/DeskHog,CONVENTIONAL_SOFTWARE,CONVENTIONAL_SOFTWARE,CONVENTIONAL_SOFTWARE,CONVENTIONAL_SOFTWARE,CONVENTIONAL_SOFTWARE,false
PracticalParticle/Bloxchain-Protocol,CONVENTIONAL_SOFTWARE,CONVENTIONAL_SOFTWARE,CONVENTIONAL_SOFTWARE,CONVENTIONAL_SOFTWARE,CONVENTIONAL_SOFTWARE,false
PramodDutta/Advance-Playwright-Framework,CONVENTIONAL_SOFTWARE,CONVENTIONAL_SOFTWARE,CONVENTIONAL_SOFTWARE,CONVENTIONAL_SOFTWARE,CONVENTIONAL_SOFTWARE,false
PrefectHQ/fastmcp,AI_PRODUCT,AI_PRODUCT,AI_PRODUCT,AI_PRODUCT,AI_PRODUCT,false
PrefectHQ/prefect,CONVENTIONAL_SOFTWARE,CONVENTIONAL_SOFTWARE,CONVENTIONAL_SOFTWARE,CONVENTIONAL_SOFTWARE,CONVENTIONAL_SOFTWARE,false
PrestaShop/docs,EXCLUDE,EXCLUDE,CONVENTIONAL_SOFTWARE,EXCLUDE,TIE,true
PrestaShop/hummingbird,CONVENTIONAL_SOFTWARE,CONVENTIONAL_SOFTWARE,CONVENTIONAL_SOFTWARE,CONVENTIONAL_SOFTWARE,CONVENTIONAL_SOFTWARE,false
Prismer-AI/Prismer,EXCLUDE,AI_PRODUCT,AI_PRODUCT,AI_PRODUCT,AI_PRODUCT,false
Prof-Harita/terminaI,CONVENTIONAL_SOFTWARE,AI_PRODUCT,AI_PRODUCT,AI_PRODUCT,AI_PRODUCT,false
Protelis/Protelis,CONVENTIONAL_SOFTWARE,CONVENTIONAL_SOFTWARE,CONVENTIONAL_SOFTWARE,CONVENTIONAL_SOFTWARE,CONVENTIONAL_SOFTWARE,false
Provenance-Emu/Provenance,CONVENTIONAL_SOFTWARE,CONVENTIONAL_SOFTWARE,CONVENTIONAL_SOFTWARE,CONVENTIONAL_SOFTWARE,CONVENTIONAL_SOFTWARE,false
PulkitXChadha/awesome-databricks-mcp,EXCLUDE,EXCLUDE,EXCLUDE,EXCLUDE,EXCLUDE,false
PureCutCNC/purecutcnc,CONVENTIONAL_SOFTWARE,CONVENTIONAL_SOFTWARE,CONVENTIONAL_SOFTWARE,CONVENTIONAL_SOFTWARE,CONVENTIONAL_SOFTWARE,false
PurpleAILAB/Decepticon,AI_PRODUCT,AI_PRODUCT,AI_PRODUCT,AI_PRODUCT,AI_PRODUCT,false
Puzzaks/PAIOS,CONVENTIONAL_SOFTWARE,CONVENTIONAL_SOFTWARE,CONVENTIONAL_SOFTWARE,CONVENTIONAL_SOFTWARE,CONVENTIONAL_SOFTWARE,false
Quant-Club/ccxt-cpp,CONVENTIONAL_SOFTWARE,CONVENTIONAL_SOFTWARE,CONVENTIONAL_SOFTWARE,CONVENTIONAL_SOFTWARE,CONVENTIONAL_SOFTWARE,false
QuantumNous/new-api-docs-v1,EXCLUDE,EXCLUDE,AI_PRODUCT,EXCLUDE,TIE,true
QuasarBrains/Simple-Agent,AI_PRODUCT,AI_PRODUCT,AI_PRODUCT,AI_PRODUCT,AI_PRODUCT,false
QuickerHub/quicker-rpc,CONVENTIONAL_SOFTWARE,AI_PRODUCT,AI_PRODUCT,AI_PRODUCT,AI_PRODUCT,false
QuoteVote/quotevote-next,CONVENTIONAL_SOFTWARE,CONVENTIONAL_SOFTWARE,CONVENTIONAL_SOFTWARE,CONVENTIONAL_SOFTWARE,CONVENTIONAL_SOFTWARE,false
ROCm/hipDNN,EXCLUDE,CONVENTIONAL_SOFTWARE,CONVENTIONAL_SOFTWARE,CONVENTIONAL_SOFTWARE,CONVENTIONAL_SOFTWARE,false
RYOITABASHI/Shelly,CONVENTIONAL_SOFTWARE,CONVENTIONAL_SOFTWARE,AI_PRODUCT,CONVENTIONAL_SOFTWARE,TIE,true
RajjjAryan/career-copilot,CONVENTIONAL_SOFTWARE,CONVENTIONAL_SOFTWARE,CONVENTIONAL_SOFTWARE,CONVENTIONAL_SOFTWARE,CONVENTIONAL_SOFTWARE,false
Raphasha27/Raphasha27,EXCLUDE,EXCLUDE,CONVENTIONAL_SOFTWARE,EXCLUDE,TIE,true
ReflexioAI/reflexio,AI_PRODUCT,AI_PRODUCT,AI_PRODUCT,AI_PRODUCT,AI_PRODUCT,false
