repo_full_name,primary_label,confidence,evidence_notes,annotator_id,annotation_round
NaverPayDev/pie,CONVENTIONAL_SOFTWARE,high,Frontend packages for Naverpay team.,claude_r2,1
JohnSnowLabs/spark-nlp,AI_PRODUCT,high,State of the art NLP library for Spark and Python.,claude_r2,1
ExpressLRS/Docs,EXCLUDE,high,ExpressLRS documentation website without executable software.,claude_r2,1
Agent-Threat-Rule/agent-threat-rules,AI_PRODUCT,high,Open detection standard for AI agent security threats.,claude_r2,1
RYOITABASHI/Shelly,AI_PRODUCT,medium,AI-powered chat-first terminal IDE for Android.,claude_r2,1
FavioVazquez/learnship,EXCLUDE,high,Agentic engineering documentation/learning resource.,claude_r2,1
OfficeDev/microsoft-365-agents-toolkit-samples,CONVENTIONAL_SOFTWARE,high,Microsoft Teams app samples for developers.,claude_r2,1
1Password/SCAM,AI_PRODUCT,high,Benchmark testing AI agent security awareness.,claude_r2,1
0-AI-UG/cate,AI_PRODUCT,high,Infinite zoomable canvas for coding with spatial workspace.,claude_r2,1
PaulJPhilp/effect-notion,CONVENTIONAL_SOFTWARE,low,TypeScript project with insufficient description.,claude_r2,1
OsmosysSoftware/osmo-x,CONVENTIONAL_SOFTWARE,high,Multi-channel notification management component.,claude_r2,1
PlanExeOrg/PlanExe,AI_PRODUCT,high,AI planning tool with MCP integration for plan creation.,claude_r2,1
CoreAgent-Project/CoreAgent,AI_PRODUCT,high,LLM agent framework with stateful tools.,claude_r2,1
LiteyukiStudio/agent,CONVENTIONAL_SOFTWARE,medium,Chinese comprehensive agent for various tasks.,claude_r2,1
IstiN/yoloit,CONVENTIONAL_SOFTWARE,low,Dart project with insufficient description.,claude_r2,1
OtterMind/youclaw,AI_PRODUCT,high,AI personal assistant with memory skills and scheduled tasks.,claude_r2,1
Laer-Smart/2anki.net,CONVENTIONAL_SOFTWARE,high,Server for creating Anki flashcards from Notion.,claude_r2,1
Kong/developer.konghq.com,CONVENTIONAL_SOFTWARE,high,Kong developer documentation website.,claude_r2,1
Cppys/OpenNovel,AI_PRODUCT,medium,Claude SDK-based automated novel writing agent.,claude_r2,1
Hacksore/cursed-repo,CONVENTIONAL_SOFTWARE,medium,Average JavaScript repository for general developers.,claude_r2,1
Copenhagen0x/solana-security-standard,AI_PRODUCT,high,Solana security standard for AI coding tools and CI.,claude_r2,1
KubeRocketCI/kuberocketai,AI_PRODUCT,high,Declarative agentic framework for AI-driven software development.,claude_r2,1
Azure-Samples/multimodal-rag-code-execution,AI_PRODUCT,high,Multimodal RAG with code execution for AI applications.,claude_r2,1
ArisGuimera/MobiAI-Core,CONVENTIONAL_SOFTWARE,high,Go interpreter and compiler for general developers.,claude_r2,1
Agoric/agoric-sdk,CONVENTIONAL_SOFTWARE,high,Agoric JavaScript smart contract platform monorepo.,claude_r2,1
JetBrains-Research/lca-baselines,AI_PRODUCT,high,Baselines for Long Code Arena LLM benchmarks.,claude_r2,1
PaulDuvall/vibecoding,EXCLUDE,high,Windsurf vibe coding rules without clear executable software.,claude_r2,1
AgentOps-AI/agentops,AI_PRODUCT,high,Python SDK for AI agent monitoring and cost tracking.,claude_r2,1
NewKrok/three-particles-editor,CONVENTIONAL_SOFTWARE,high,Particle system editor for three.js graphics.,claude_r2,1
MStanislavov/stratoseer,CONVENTIONAL_SOFTWARE,low,Python project with insufficient description.,claude_r2,1
MushroomFleet/DJZ-Nodes,CONVENTIONAL_SOFTWARE,high,Custom nodes for ComfyUI targeting image/video creators.,claude_r2,1
GraflowAI/graflow,AI_PRODUCT,high,Composable Python framework for LLM agent workflows.,claude_r2,1
OpenStudy-dev/OpenStudy,AI_PRODUCT,high,Study dashboard with MCP server for Claude/ChatGPT integration.,claude_r2,1
Factory-AI/factory,AI_PRODUCT,high,Factory agent-native software development platform.,claude_r2,1
Azure/azure-sdk-for-python,CONVENTIONAL_SOFTWARE,high,Azure SDK for Python targeting general cloud developers.,claude_r2,1
ExDragine/frontier,CONVENTIONAL_SOFTWARE,low,Insufficient description to determine product nature.,claude_r2,1
EliasOenal/multimon-ng,CONVENTIONAL_SOFTWARE,low,Insufficient evidence but appears to be news-related product.,claude_r2,1
26d0/vrchat-ime-chat,CONVENTIONAL_SOFTWARE,low,TypeScript project with insufficient description.,claude_r2,1
Azure/kimojio-rs,AI_PRODUCT,medium,Rust io_uring async runtime potentially for AI infrastructure.,claude_r2,1
AI45Lab/Code,AI_PRODUCT,high,Agentic agent framework for building AI systems.,claude_r2,1
GoldenPotato137/PotatoVN,CONVENTIONAL_SOFTWARE,high,Visual novel management software for end users.,claude_r2,1
Anson-Trio/BaiShou-Next,CONVENTIONAL_SOFTWARE,low,Insufficient description to determine product nature.,claude_r2,1
PracticalParticle/Bloxchain-Protocol,CONVENTIONAL_SOFTWARE,medium,Enterprise smart contract security framework for blockchain developers.,claude_r2,1
NikiforovAll/claude-code-rules,EXCLUDE,high,Handbook/documentation for Claude Code without executable software.,claude_r2,1
KyaniteLabs/mcp-video,AI_PRODUCT,high,MCP server for video editing designed for AI agent integration.,claude_r2,1
NewLifeX/NewLife.Redis,CONVENTIONAL_SOFTWARE,high,High-performance Redis client for .NET developers.,claude_r2,1
PaulJPhilp/effect-cli-tui,CONVENTIONAL_SOFTWARE,low,TypeScript project with insufficient description.,claude_r2,1
MatrixCoreX/RustClaw,CONVENTIONAL_SOFTWARE,medium,Rust client for Raspberry Pi/macOS/Ubuntu targeting general developers.,claude_r2,1
Josverl/micropython-stubs,CONVENTIONAL_SOFTWARE,high,MicroPython type stubs for Python developers.,claude_r2,1
Kohaku-Lab/KohakuTerrarium,AI_PRODUCT,high,AI agent framework for building and running agents and multi-agent teams.,claude_r2,1
PolyArch/humanize,AI_PRODUCT,high,Agentic workflow framework for spec-driven AI development.,claude_r2,1
MiguelTVMS/e-redes-smart-metering-plus-hass,CONVENTIONAL_SOFTWARE,high,Home Assistant integration for energy meters.,claude_r2,1
QuoteVote/quotevote-next,CONVENTIONAL_SOFTWARE,high,Open-source text-only social platform for deliberative conversations.,claude_r2,1
PostHog/DeskHog,CONVENTIONAL_SOFTWARE,medium,Developer toy project targeting general developers.,claude_r2,1
NVIDIA/skills,AI_PRODUCT,high,NVIDIA AI agent skills for building AI applications.,claude_r2,1
JetBrains-Research/verified-cogen,AI_PRODUCT,medium,Verified code generation project for AI systems.,claude_r2,1
GoogleCloudPlatform/vertex-ai-creative-studio,AI_PRODUCT,high,GenMedia Creative Studio showcasing Vertex AI generative media APIs.,claude_r2,1
Archeb/CyberGroupmate,AI_PRODUCT,medium,Code-driven social agent for AI development.,claude_r2,1
LaLanMo/muxagent,AI_PRODUCT,medium,Workflow runner for coding tasks with Codex and Claude Code.,claude_r2,1
InsightSoftwareConsortium/ITK,CONVENTIONAL_SOFTWARE,high,Insight Toolkit for scientific image processing targeting researchers.,claude_r2,1
MuhammadUsmanGM/claude-code-best-practices,EXCLUDE,high,Best-practices wiki for Claude Code without executable software.,claude_r2,1
CrispStrobe/CrispEmbed,CONVENTIONAL_SOFTWARE,high,Lightweight text embedding inference library for general developers.,claude_r2,1
Automattic/newspack-workspace,CONVENTIONAL_SOFTWARE,low,PHP project with minimal description.,claude_r2,1
0niel/university-app,CONVENTIONAL_SOFTWARE,high,Mobile app for Russian university students.,claude_r2,1
AsiaOstrich/universal-dev-standards,EXCLUDE,high,Pure documentation/standards collection without executable software product.,claude_r2,1
CERTCC/Vultron,AI_PRODUCT,medium,Protocol library for coordinated vulnerability disclosure with potential AI integration tooling.,claude_r2,1
Joanium/Skills,EXCLUDE,high,Skills collection without clear executable software shipping the artifacts.,claude_r2,1
AlexChesser/ail,CONVENTIONAL_SOFTWARE,medium,Rust loop optimization library for general developers not specific to AI systems.,claude_r2,1
NASA-AMMOS/MGViz,CONVENTIONAL_SOFTWARE,high,Geographic visualization tool for NASA missions targeting end users.,claude_r2,1
ClawStackStudios/GitLobster,AI_PRODUCT,high,Decentralized registry for cryptographically-verified skills enabling agent peer-to-peer sharing.,claude_r2,1
Automattic/data-liberation-agent,CONVENTIONAL_SOFTWARE,medium,Content extraction tool for WordPress targeting end users and content creators.,claude_r2,1
NFDI4Chem/nmrxiv,CONVENTIONAL_SOFTWARE,high,NMR data repository and computational platform for researchers not AI builders.,claude_r2,1
MemoriLabs/Memori,AI_PRODUCT,high,Agent-native memory infrastructure for LLM agent production systems.,claude_r2,1
AI-Planning/l2p,AI_PRODUCT,high,LLM-driven action model acquisition library for AI planning systems.,claude_r2,1
Chemaclass/agnostic-ai,AI_PRODUCT,high,Transpiler for AI agent skills/rules targeting multiple AI CLI tools.,claude_r2,1
NakaokaRei/swift-mcp-gui,AI_PRODUCT,high,MCP server for macOS automation designed for AI agent integration.,claude_r2,1
GthiN89/FuckingCheapFlipperZero-DIY-Flipper-zero-The-real-on,CONVENTIONAL_SOFTWARE,medium,DIY Flipper Zero hardware project for general hobbyists.,claude_r2,1
Rainexn0b/keyRGB,CONVENTIONAL_SOFTWARE,high,Linux tray app for laptop keyboard RGB control targeting end users.,claude_r2,1
EvolvingAgentsLabs/llmos,EXCLUDE,medium,OS simulation example without clear product shipping.,claude_r2,1
OxidizeLabs/ferrite,CONVENTIONAL_SOFTWARE,medium,OLTP engine demonstrating Rust concurrency for general developers.,claude_r2,1
QingJ01/Axiom,EXCLUDE,high,Chinese documentation for AI programming assistants without executable software.,claude_r2,1
MercuryTechnologies/hs-temporal-sdk,CONVENTIONAL_SOFTWARE,high,Temporal Haskell SDK for general developers building workflow applications.,claude_r2,1
Automattic/wp-calypso,CONVENTIONAL_SOFTWARE,high,JavaScript WordPress.com frontend for end users and web developers.,claude_r2,1
Asymptote-Labs/agent-beacon,AI_PRODUCT,high,Open-source telemetry layer for AI agents wherever they run.,claude_r2,1
HeavenOSK/rich-cline,AI_PRODUCT,medium,Agent for SWE-bench targeting AI evaluation and benchmarking.,claude_r2,1
Insight-Services-APAC/ingenious,AI_PRODUCT,high,Gen AI accelerator with agent/autogen for building AI applications.,claude_r2,1
RedHatInsights/patchman-engine,CONVENTIONAL_SOFTWARE,high,System patch manager for RHEL targeting sysadmins.,claude_r2,1
HyunjunJeon/open-langgraph-platform,AI_PRODUCT,high,Self-hosted LangGraph Platform server for building AI agent workflows.,claude_r2,1
HHS/OPRE-OPS,CONVENTIONAL_SOFTWARE,high,Government product management system for ACF operations.,claude_r2,1
AyayaXiaowang/Ayaya_Miliastra_Editor,CONVENTIONAL_SOFTWARE,medium,Python node graph library for general developers.,claude_r2,1
Arize-ai/client_python,AI_PRODUCT,high,Python client for AI monitoring and observability platform.,claude_r2,1
Mathews-Tom/armory,EXCLUDE,high,Curated skills collection without clear executable software product.,claude_r2,1
MikaAK/deploy_ex,CONVENTIONAL_SOFTWARE,medium,Elixir deployment framework with terraform/ansible for general developers.,claude_r2,1
ARCLab-MIT/kspdg,CONVENTIONAL_SOFTWARE,medium,Space domain game AI challenge participation code.,claude_r2,1
