repo_full_name,primary_label,confidence,evidence_notes,annotator_id,annotation_round
JamesPaynter/mycelium,EXCLUDE,high,No description or topics; insufficient evidence.,claude_r2,1
MedAdemBHA/docflow,EXCLUDE,high,Shell repo with no description or topics; insufficient evidence.,claude_r2,1
DimitriGilbert/Formedible,CONVENTIONAL_SOFTWARE,high,Schema-driven Shadcn wrapper around TanStack forms; non-AI developer UI library.,claude_r2,1
Nakajima-Foundation/ownplate,EXCLUDE,high,Vue repo with no description or topics; insufficient evidence.,claude_r2,1
OWASP/cornucopia,CONVENTIONAL_SOFTWARE,medium,"Build tools/sources for OWASP Cornucopia threat-modeling card decks; non-AI security/game artifact (borderline content, but ships build tooling).",claude_r2,1
Owl-Listener/ai-design-skills,EXCLUDE,high,"AI Design Skills Collection (agentic skills/commands/plugins); skill/prompt collection, not a software product.",claude_r2,1
EliFuzz/awesome-system-prompts,EXCLUDE,high,"Collection of system prompts/tool definitions leaked from AI coding agents; prompt collection, not a software product.",claude_r2,1
BoweyLou/obsidian-mcp-server-enhanced,AI_PRODUCT,medium,Enhanced Obsidian MCP server for Claude.ai integration; MCP tooling for AI operators.,claude_r2,1
Niek/chatgpt-web,CONVENTIONAL_SOFTWARE,medium,ChatGPT web interface using the OpenAI API; end-user chat front-end application.,claude_r2,1
Agents2AgentsAI/ata,AI_PRODUCT,medium,AI agents for solving engineering/research problems end to end; agent product (terse description caps confidence).,claude_r2,1
Case211/remnawave-admin,CONVENTIONAL_SOFTWARE,high,Admin web + Telegram bot for Remnawave panel; ordinary end-user/admin application.,claude_r2,1
PulkitXChadha/awesome-databricks-mcp,EXCLUDE,high,No description or topics; insufficient evidence.,claude_r2,1
CumulusNetworks/docs,EXCLUDE,high,"NVIDIA Ethernet software documentation repo; docs-only, not a software product.",claude_r2,1
NickCrew/Claude-Cortex,AI_PRODUCT,medium,"Claude Cortex — Claude plugin/skills, context management, CLI/TUI; AI-coding tooling for developers.",claude_r2,1
Nimble-Co/FoundryVTT-Nimble,EXCLUDE,high,No description or topics; insufficient evidence.,claude_r2,1
EternisAI/enchanted-twin,CONVENTIONAL_SOFTWARE,low,"""Digital Twin"" with no topics; ambiguous, likely domain software but purpose not confidently determinable.",claude_r2,1
Houseofmvps/codesight,AI_PRODUCT,high,Universal AI context generator saving tokens in Claude Code/Cursor/Copilot; tooling for AI coding workflows.,claude_r2,1
Mudlet/Mudlet,CONVENTIONAL_SOFTWARE,high,Cross-platform MUD client with Lua scripting (Mudlet-style); end-user game client.,claude_r2,1
ArdentAILabs/DE-Bench,AI_PRODUCT,high,DE Bench — benchmark testing an AI data engineer agent; AI evaluation.,claude_r2,1
PramodDutta/Advance-Playwright-Framework,CONVENTIONAL_SOFTWARE,medium,Advanced Playwright test framework; non-AI developer testing tooling.,claude_r2,1
Azure/oav,CONVENTIONAL_SOFTWARE,high,Tools for validating OpenAPI/Swagger files; non-AI developer tooling.,claude_r2,1
OvertliDS/overtli-studio-suite,AI_PRODUCT,medium,"ComfyUI node suite for multi-engine generation (image/video/speech); AI-generation tooling, borderline content vs tool.",claude_r2,1
CavinHuang/comfyui-nodes-docs,EXCLUDE,medium,"ComfyUI node documentation plugin; docs/content plugin, thin product evidence.",claude_r2,1
HyperbolicLabs/Hyper-dOS,CONVENTIONAL_SOFTWARE,low,"""Hyperbolic Distributed Operating System"", no topics; likely systems software but purpose not confidently determinable.",claude_r2,1
BintzGavin/helios,CONVENTIONAL_SOFTWARE,high,Programmatic video creation with web tech (Remotion-style); developer/end-user media library.,claude_r2,1
GoogleCloudPlatform/kubernetes-engine-samples,EXCLUDE,medium,"Sample applications for GKE; samples collection, not a single shipped product.",claude_r2,1
AI-Escape/open-ice,EXCLUDE,high,No description or topics; insufficient evidence.,claude_r2,1
Alexli18/binex,AI_PRODUCT,high,Debuggable runtime for AI agent workflows (DAG/lineage/replay); AI-builder tooling.,claude_r2,1
AgentWrapper/agent-orchestrator,AI_PRODUCT,high,Agentic orchestrator for parallel coding agents; tooling for operating AI agents.,claude_r2,1
HKUDS/OpenHarness,AI_PRODUCT,medium,"OpenHarness — open agent harness with built-in personal agent; agent framework/harness, terse caps confidence.",claude_r2,1
Feolius/hell2shape,CONVENTIONAL_SOFTWARE,high,PHP type annotations from var_dump output (phpstan/psalm); non-AI developer tool.,claude_r2,1
GalacticDynamics/coordinax,CONVENTIONAL_SOFTWARE,high,"Coordinate systems/transformations in JAX; scientific-computing library, not AI tooling.",claude_r2,1
LazyAGI/LazyMind,EXCLUDE,high,No description or topics; insufficient evidence.,claude_r2,1
Emurasoft/emurasoft.github.io,EXCLUDE,high,"Sphinx documentation project for EmEditor help; docs-only, not a software product.",claude_r2,1
MODSetter/SurfSense,CONVENTIONAL_SOFTWARE,low,"Privacy-focused NotebookLM alternative for teams; AI-central end-user app (RAG/agents), borderline vs AI_PRODUCT.",claude_r2,1
Auriti-Labs/geo-optimizer-skill,CONVENTIONAL_SOFTWARE,medium,"AEO/GEO toolkit to audit/track AI-search citations of your site; end-user marketing/SEO tool, AI is the subject not the product-as-AI-tooling.",claude_r2,1
Community-Access/accessibility-agents,AI_PRODUCT,high,Accessibility review agents for Claude Code/Copilot enforcing WCAG; tooling that governs AI coding agents.,claude_r2,1
NiuTrans/ToFu,CONVENTIONAL_SOFTWARE,low,"Self-hosted AI assistant with multi-agent orchestration and coding copilot; AI-central end-user assistant, borderline vs AI_PRODUCT.",claude_r2,1
HillPhelmuth/AdventuresInSemanticKernel,AI_PRODUCT,medium,Semantic Kernel learning/build samples for Microsoft's AI orchestration library; AI-builder tooling/educational (leans AI_PRODUCT).,claude_r2,1
JetBrains/youtrackdb,CONVENTIONAL_SOFTWARE,high,YouTrackDB object-oriented graph database; non-AI developer database software.,claude_r2,1
Dong90/oh-my-taiyiforge,AI_PRODUCT,medium,AI workflow automation plugin for code generation with Claude/Codex; AI-coding tooling for developers.,claude_r2,1
Antvirf/stui,CONVENTIONAL_SOFTWARE,high,Terminal UI for Slurm HPC clusters; non-AI systems/ops developer tool.,claude_r2,1
ChenZiHong-Gavin/weekly-vibe-coding,EXCLUDE,medium,"""100 ideas via prompts"" (skills/vibe-coding); prompt/idea collection, not a shipped software product.",claude_r2,1
NaverPayDev/pie,CONVENTIONAL_SOFTWARE,medium,"Frontend team's package-management project (naverpay); non-AI developer tooling, thin but clear.",claude_r2,1
JohnSnowLabs/spark-nlp,AI_PRODUCT,high,Spark NLP — state-of-the-art NLP library (NER/translation/transformers); AI/ML library for builders.,claude_r2,1
ExpressLRS/Docs,EXCLUDE,high,"ExpressLRS.org documentation website source; docs-only, not a software product.",claude_r2,1
Agent-Threat-Rule/agent-threat-rules,AI_PRODUCT,medium,"Open detection standard/ruleset for AI agents (Sigma-like); AI-security tooling, borderline vs rule content.",claude_r2,1
RYOITABASHI/Shelly,CONVENTIONAL_SOFTWARE,low,"AI chat-first terminal IDE for Android; AI-central end-user dev app, borderline vs AI_PRODUCT.",claude_r2,1
FavioVazquez/learnship,EXCLUDE,medium,"""Agentic engineering done right"" learn-as-you-build (Shell); methodology/workflow content, not a shipped product.",claude_r2,1
OfficeDev/microsoft-365-agents-toolkit-samples,CONVENTIONAL_SOFTWARE,medium,Sample apps for building Microsoft Teams apps; developer samples for ordinary app development.,claude_r2,1
1Password/SCAM,AI_PRODUCT,high,Benchmark testing AI agents' security awareness; AI evaluation.,claude_r2,1
0-AI-UG/cate,CONVENTIONAL_SOFTWARE,medium,"Infinite zoomable canvas coding workspace (editor/terminal/browser); end-user developer app, AI internal.",claude_r2,1
PaulJPhilp/effect-notion,EXCLUDE,high,No description or topics; insufficient evidence.,claude_r2,1
OsmosysSoftware/osmo-x,CONVENTIONAL_SOFTWARE,high,Multi-channel notification management component (email/SMS/WhatsApp/push); ordinary developer component.,claude_r2,1
PlanExeOrg/PlanExe,CONVENTIONAL_SOFTWARE,low,"AI planning tool that creates a plan from a description; AI-central end-user planning app, borderline vs AI_PRODUCT.",claude_r2,1
CoreAgent-Project/CoreAgent,AI_PRODUCT,medium,LLM agent framework with stateful tools; AI-builder framework (terse caps confidence).,claude_r2,1
LiteyukiStudio/agent,CONVENTIONAL_SOFTWARE,low,"Personal-use general agent (""can do many things""); AI-central end-user agent, thin description — borderline.",claude_r2,1
IstiN/yoloit,EXCLUDE,high,Dart repo with no description or topics; insufficient evidence.,claude_r2,1
OtterMind/youclaw,CONVENTIONAL_SOFTWARE,medium,AI personal assistant with memory/skills/scheduled tasks for end users; AI-central end-user app.,claude_r2,1
Laer-Smart/2anki.net,CONVENTIONAL_SOFTWARE,high,Server to create Anki flashcards (Notion-to-Anki); end-user productivity application.,claude_r2,1
Kong/developer.konghq.com,EXCLUDE,high,"Source for the Kong developer-docs website; docs/website source, not a software product.",claude_r2,1
Cppys/OpenNovel,CONVENTIONAL_SOFTWARE,medium,Claude-SDK-based automated novel-writing agent for authors; AI-central end-user creative app.,claude_r2,1
Hacksore/cursed-repo,EXCLUDE,low,"""Average JavaScript repo"" placeholder description, no topics; purpose not determinable.",claude_r2,1
Copenhagen0x/solana-security-standard,AI_PRODUCT,medium,"Solana security standard/bug-class rules firing in AI tools/editors/CI; AI-security tooling, borderline vs rule content.",claude_r2,1
KubeRocketCI/kuberocketai,AI_PRODUCT,high,Declarative agentic framework for AI-driven software development (agents as code); AI-builder framework.,claude_r2,1
Azure-Samples/multimodal-rag-code-execution,CONVENTIONAL_SOFTWARE,low,"Multimodal RAG with code execution for document insight; AI-central, notebook-based — borderline vs AI_PRODUCT/research artifact.",claude_r2,1
ArisGuimera/MobiAI-Core,EXCLUDE,high,Go repo with no description or topics; insufficient evidence.,claude_r2,1
Agoric/agoric-sdk,CONVENTIONAL_SOFTWARE,high,Monorepo for the Agoric JavaScript smart-contract platform; non-AI developer platform.,claude_r2,1
JetBrains-Research/lca-baselines,AI_PRODUCT,high,Baselines for Long Code Arena benchmarks; AI evaluation/benchmark artifacts for researchers.,claude_r2,1
PaulDuvall/vibecoding,EXCLUDE,medium,"Windsurf ""vibe coding"" workflow automation with memories/rules; workflow rules/config content, thin product evidence.",claude_r2,1
AgentOps-AI/agentops,AI_PRODUCT,high,Python SDK for AI agent monitoring/cost tracking/benchmarking; AI-operator/evaluation tooling.,claude_r2,1
NewKrok/three-particles-editor,CONVENTIONAL_SOFTWARE,high,Particle system editor for three-particles; end-user/developer graphics tool.,claude_r2,1
MStanislavov/stratoseer,EXCLUDE,high,No description or topics; insufficient evidence.,claude_r2,1
MushroomFleet/DJZ-Nodes,CONVENTIONAL_SOFTWARE,medium,Custom ComfyUI nodes for video effects/batch/image utilities; end-user creative tooling (borderline vs AI tool).,claude_r2,1
GraflowAI/graflow,AI_PRODUCT,high,Composable Python framework for LLM agent workflows; AI-builder framework.,claude_r2,1
OpenStudy-dev/OpenStudy,CONVENTIONAL_SOFTWARE,medium,"Self-hostable student study dashboard with built-in MCP server; end-user productivity app, MCP is a feature.",claude_r2,1
Factory-AI/factory,AI_PRODUCT,medium,"""Factory — Agent-Native Software Development""; agent-native dev platform, terse caps confidence.",claude_r2,1
Azure/azure-sdk-for-python,CONVENTIONAL_SOFTWARE,high,Azure SDK for Python (active development); non-AI developer SDK.,claude_r2,1
ExDragine/frontier,EXCLUDE,high,No description or topics; insufficient evidence.,claude_r2,1
EliasOenal/multimon-ng,EXCLUDE,high,C repo with no description or topics; insufficient evidence.,claude_r2,1
26d0/vrchat-ime-chat,EXCLUDE,high,No description or topics; insufficient evidence.,claude_r2,1
Azure/kimojio-rs,CONVENTIONAL_SOFTWARE,high,Thread-per-core io_uring async runtime for Rust; non-AI systems/developer library.,claude_r2,1
AI45Lab/Code,AI_PRODUCT,medium,"""Agentic Agent Framework"" (Rust); agent framework, terse description caps confidence.",claude_r2,1
GoldenPotato137/PotatoVN,CONVENTIONAL_SOFTWARE,high,Visual-novel management software (WinUI3); end-user application.,claude_r2,1
Anson-Trio/BaiShou-Next,EXCLUDE,low,"Poetic Chinese description only (""guard each other for life""), no topics; purpose not determinable.",claude_r2,1
PracticalParticle/Bloxchain-Protocol,CONVENTIONAL_SOFTWARE,high,Enterprise smart-contract security framework (multi-sig/time-locks/RBAC); non-AI blockchain developer framework.,claude_r2,1
NikiforovAll/claude-code-rules,EXCLUDE,high,"Handbook of techniques for Claude Code AI-assisted development; handbook/content, not a software product.",claude_r2,1
KyaniteLabs/mcp-video,AI_PRODUCT,high,Guardrailed video-editing MCP server for AI agents; tooling for AI agents.,claude_r2,1
NewLifeX/NewLife.Redis,CONVENTIONAL_SOFTWARE,high,High-performance Redis client for .NET; non-AI developer library.,claude_r2,1
PaulJPhilp/effect-cli-tui,EXCLUDE,high,No description or topics; insufficient evidence.,claude_r2,1
MatrixCoreX/RustClaw,EXCLUDE,low,"""RustClaw … Raspberry Pi/macOS/Ubuntu"", no topics; purpose not confidently determinable.",claude_r2,1
Josverl/micropython-stubs,CONVENTIONAL_SOFTWARE,high,Type stubs for MicroPython ports/boards; non-AI developer tooling.,claude_r2,1
Kohaku-Lab/KohakuTerrarium,AI_PRODUCT,high,General-purpose AI agent framework and app for building/composing agents; AI-builder framework.,claude_r2,1
PolyArch/humanize,AI_PRODUCT,low,"""Automated Idea Factory to Realization"" (agentic-workflow/spec-coding, Shell); agentic dev tooling, borderline vs methodology content.",claude_r2,1
MiguelTVMS/e-redes-smart-metering-plus-hass,CONVENTIONAL_SOFTWARE,high,Home Assistant integration for Portugal E-Redes smart meters; end-user home-automation integration.,claude_r2,1
QuoteVote/quotevote-next,CONVENTIONAL_SOFTWARE,high,Quote.Vote open-source text-only social platform; end-user web application.,claude_r2,1
PostHog/DeskHog,CONVENTIONAL_SOFTWARE,low,"""The developer toy that brings developers joy"" (C), no topics; ambiguous, likely a dev utility but purpose unclear.",claude_r2,1
NVIDIA/skills,EXCLUDE,high,"AI agent skills published by NVIDIA; agent-skill collection, not a shipped software product.",claude_r2,1
JetBrains-Research/verified-cogen,AI_PRODUCT,medium,PLAN verified code-generation project; AI code-generation research tooling (terse caps confidence).,claude_r2,1
GoogleCloudPlatform/vertex-ai-creative-studio,CONVENTIONAL_SOFTWARE,medium,GenMedia Creative Studio — Vertex AI generative-media UX showcase; end-user generative-media app (borderline demo/sample).,claude_r2,1
Archeb/CyberGroupmate,AI_PRODUCT,low,"""Code-Driven Social Agent"", no topics; likely agent tooling but thin evidence.",claude_r2,1
LaLanMo/muxagent,AI_PRODUCT,medium,Run coding tasks via graph-based workflows with Codex/Claude Code; AI coding-agent orchestration tooling.,claude_r2,1
InsightSoftwareConsortium/ITK,CONVENTIONAL_SOFTWARE,high,Insight Toolkit (ITK) for scientific/medical image processing; non-AI scientific-computing library.,claude_r2,1
MuhammadUsmanGM/claude-code-best-practices,EXCLUDE,high,"Best-practices wiki/templates for Claude Code; content/wiki collection, not a software product.",claude_r2,1
CrispStrobe/CrispEmbed,AI_PRODUCT,high,Lightweight text-embedding inference in C++ (XLM-R/Qwen3/Gemma); AI/ML inference library.,claude_r2,1
Automattic/newspack-workspace,EXCLUDE,low,"""All the code that's fit to ship"" (PHP), no topics; purpose not determinable.",claude_r2,1
0niel/university-app,CONVENTIONAL_SOFTWARE,high,Mobile app for MIREA university (schedule/news); end-user application.,claude_r2,1
AsiaOstrich/universal-dev-standards,EXCLUDE,medium,"Universal development-standards collection (coding/git/testing/AI-collaboration rules); standards/content, not a shipped software product.",claude_r2,1
CERTCC/Vultron,CONVENTIONAL_SOFTWARE,medium,Vultron protocol/prototype for Coordinated Vulnerability Disclosure; non-AI security protocol software.,claude_r2,1
Joanium/Skills,EXCLUDE,high,"""Joanium Skills"" agent-skill collection; skill collection, not a software product.",claude_r2,1
AlexChesser/ail,EXCLUDE,low,"""Alexander's Impressive Loops"" (Rust), no topics; purpose not determinable.",claude_r2,1
NASA-AMMOS/MGViz,CONVENTIONAL_SOFTWARE,high,MMGIS GNSS visualizer; domain geospatial end-user software.,claude_r2,1
ClawStackStudios/GitLobster,AI_PRODUCT,medium,Decentralized registry of verified skills for autonomous agents; agent infrastructure for AI builders.,claude_r2,1
Automattic/data-liberation-agent,CONVENTIONAL_SOFTWARE,high,Extracts content from closed web platforms into WordPress WXR files; ordinary developer/end-user utility.,claude_r2,1
NFDI4Chem/nmrxiv,CONVENTIONAL_SOFTWARE,high,nmrXiv FAIR NMR data repository/computational platform; scientific domain software.,claude_r2,1
MemoriLabs/Memori,AI_PRODUCT,high,Agent-native memory infrastructure (LLM-agnostic persistent state); AI infrastructure for builders.,claude_r2,1
AI-Planning/l2p,AI_PRODUCT,medium,Library for LLM-driven action model acquisition; AI library consumed by AI/planning builders.,claude_r2,1
Chemaclass/agnostic-ai,AI_PRODUCT,medium,"Single source of truth for AI agents/skills/rules, transpiles to AI CLIs; tooling for AI builders (borderline vs config aggregator).",claude_r2,1
NakaokaRei/swift-mcp-gui,AI_PRODUCT,high,MCP server executing keyboard/mouse commands on macOS; MCP tooling for AI agents.,claude_r2,1
GthiN89/FuckingCheapFlipperZero-DIY-Flipper-zero-The-real-on,CONVENTIONAL_SOFTWARE,medium,DIY open-source hardware firmware (Flipper Zero + Momentum); end-user hardware/firmware project.,claude_r2,1
Rainexn0b/keyRGB,CONVENTIONAL_SOFTWARE,high,Linux tray app + per-key RGB editor for laptop keyboards; end-user utility.,claude_r2,1
EvolvingAgentsLabs/llmos,EXCLUDE,low,"""The flagship example—the OS simulation"", no topics; example/demo, purpose not confidently determinable.",claude_r2,1
OxidizeLabs/ferrite,CONVENTIONAL_SOFTWARE,high,Small documented OLTP engine demonstrating Rust concurrency/recovery; non-AI developer database software.,claude_r2,1
QingJ01/Axiom,AI_PRODUCT,low,"""Give AI coding assistants an engineering brain"" (Chinese); AI-coding tooling, thin description — borderline.",claude_r2,1
MercuryTechnologies/hs-temporal-sdk,CONVENTIONAL_SOFTWARE,high,Unofficial Temporal Haskell SDK; non-AI developer SDK.,claude_r2,1
Automattic/wp-calypso,CONVENTIONAL_SOFTWARE,high,Calypso — JavaScript/API-powered WordPress.com front end; end-user web application.,claude_r2,1
Asymptote-Labs/agent-beacon,AI_PRODUCT,high,Open-source telemetry layer for AI agents (local/CI/cloud); AI-operations/observability tooling.,claude_r2,1
HeavenOSK/rich-cline,EXCLUDE,high,No description or topics; insufficient evidence.,claude_r2,1
Insight-Services-APAC/ingenious,AI_PRODUCT,medium,General-purpose Gen-AI accelerator (agent/autogen/azure); AI-builder tooling for projects (borderline internal accelerator).,claude_r2,1
RedHatInsights/patchman-engine,CONVENTIONAL_SOFTWARE,high,System Patch Manager application source (RHEL/insights); non-AI systems/ops software.,claude_r2,1
HyunjunJeon/open-langgraph-platform,AI_PRODUCT,high,Self-hosted LangGraph platform / Agent Protocol server; AI-agent infrastructure for builders.,claude_r2,1
HHS/OPRE-OPS,CONVENTIONAL_SOFTWARE,medium,"ACF OPRE OPS product (""Unicorn""); government operations end-user application, thin but a real product.",claude_r2,1
AyayaXiaowang/Ayaya_Miliastra_Editor,CONVENTIONAL_SOFTWARE,medium,"Python-described node-graph engine with auto-layout driving a real editor; developer automation tooling, non-AI.",claude_r2,1
Arize-ai/client_python,AI_PRODUCT,high,Python client for Arize ML/AI observability API; AI monitoring/observability tooling.,claude_r2,1
Mathews-Tom/armory,EXCLUDE,high,"Curated production-grade skills for AI coding agents; skill collection, not a shipped software product.",claude_r2,1
MikaAK/deploy_ex,CONVENTIONAL_SOFTWARE,medium,Elixir deployment generation via Terraform/Ansible; non-AI DevOps developer tooling.,claude_r2,1
ARCLab-MIT/kspdg,CONVENTIONAL_SOFTWARE,low,"KSPDG challenge participation (Kerbal differential games); research/simulation code, thin description — borderline.",claude_r2,1
